1000000,9
1000001,3
1000002,3
1000003,6
1000004,9
1000005,10
1000006,6
1000007,7
1000008,6
1000009,8
1000010,4
1000011,3
1000012,8
1000013,3
1000014,3
1000015,10
1000016,5
1000017,6
1000018,1
1000019,1
1000020,2
1000021,1
1000022,3
1000023,7
1000024,5
1000025,6
1000026,4
1000027,6
1000028,10
1000029,10
1000030,7
1000031,4
1000032,3
1000033,3
1000034,9
1000035,7
1000036,9
1000037,7
1000038,6
1000039,5
1000040,3
1000041,1
1000042,2
1000043,4
1000044,1
1000045,6
1000046,6
1000047,9
1000048,3
1000049,9
1000050,2
1000051,1
1000052,6
1000053,5
1000054,8
1000055,1
1000056,8
1000057,3
1000058,2
1000059,10
1000060,8
1000061,1
1000062,5
1000063,2
1000064,4
1000065,6
1000066,4
1000067,6
1000068,10
1000069,4
1000070,10
1000071,8
1000072,1
1000073,3
1000074,10
1000075,7
1000076,2
1000077,9
1000078,5
1000079,9
1000080,7
1000081,1
1000082,3
1000083,6
1000084,3
1000085,8
1000086,10
1000087,10
1000088,10
1000089,7
1000090,4
1000091,1
1000092,5
1000093,1
1000094,10
1000095,6
1000096,6
1000097,7
1000098,2
1000099,8
